tweet,subjectivity,polarity,score
"Dozens of armed “stop the steal” protesters threaten Michigan Secretary of State outside her house

",0.05,0,Neutral
"Traduction en VOSTFR des discours de  ,  ,  et  au rally Stop The Steal en Géorgie le 02/02/2020. Lien vers le discours complet de Sidney Powell par 9 de Coeur dans la description.

FightLikeAFlynn  

",0,0,Neutral
 STOP TRYING TO STEAL THE ELECTION! PATHETIC,1,-1,Negative
                                               ,0,0,Neutral
"  Just an aside, ""But, shortly after the financial crisis began, Byrne’s suspicions were confirmed, and regulators soon cracked down on the practice he’d described"".  Acknowledgement and token enforcement yes, but all that got worse.  Much worse! Didn't stop that license to steal.",0.464814815,-0.109259259,Negative
"Funny how the narrative changes when conservatives have weapons, call us terrorists but libtards can burn beat loot and act the ass they are heroes 

Dozens of armed ""stop the steal"" protesters threaten Michigan Secretary of State outside her house ",0.525,0.125,Positive
"Trump supporters on Twitter and the news: Trump really won, stop the steal!!!

Trump supporters irl: ",0.2,0.390625,Positive
 這100% 是什麼時候調研出來的？ 人潮湧動，人声鼎沸的stop the steal . 和你這八竿子打不著的100%是不再次證明你說實話就活不下去？,0,0,Neutral
  You are all despicable people! There are many rooms decorated in regular Tradition. This room is recognizing our Yellow rose and ids who decorated them.  Stop the hate!  Stop the Steal!,0.485384615,0.02,Positive
   Unbelievable where a person can get that beautiful dress. We need to picket thrift stores and stop the steal!,1,0.375,Positive
"Dear democrat governors and mayors, before you begin to complain about how the stop the steal protests are being conducted remember... You set the bar this summer...",0,0,Neutral
  Stop the steal is right. Stop trying to steal aka over turn the will of the PEOPLE with the will of a president who is totally conning 1/2 the country.,0.642857143,0.142857143,Positive
 Is this not just posturing by Hawley?  Or does he genuinely think Trump gives a shit about something these days aside from continuing the Stop the Steal grift?,0.65,0.1,Positive
" keep ignoring my tweets about the illegal deduction in my account, Will stop banking with you soon bcs u steal from my account and d funniest part is u don't even send alert to notify me abt d deduction ... Useless bank",0.35,-0.5,Negative
     Not if they have their way with it. This is why there is the stop the steal movement.,0,0,Neutral
Stop the steal!,0,0,Neutral
 Stop the Steal - STAY HOME!!!,0,0,Neutral
"  This is actually stealing the vote of the people.Trump keeps saying stop the steal because it is a good PR way to get his supporters on board his mission to literally STEAL THE VOTE. He hates losing,so can’t accept he lost.Unfortunately he is going to have to b/c we are the USA! ",0.35,0.4375,Positive
Why didn’t you stop the stop the steal talk after the 2016 election? 🤔 sorry Trump won the 2020 election and he will remain in office. And once again you’ll be crying RUSSIA RUSSIA. StopTheSteaI ,0.8,-0.35,Negative
"Protesters Gather Outside Home of Michigan Elections Chief, Chanting ‘Stop the Steal’ I find it funny that now that the right is protesting, it's wrong, but when the left was burning, looting and mass gathering against laws it  Hypocrites  via ",0.497142857,0.007142857,Positive
"  Are you looking into the money that the Trump campaign is raising to ""stop the steal?"" The fine print on those donations is outrageous!",0.75,-0.291666667,Negative
  BC of squatters rights they could literally claim the house as their own. what would stop everyone from doing it? Or stop someone from NoT leaving? The homeless issue can be solved if crooked politicians didn’t steal the money. Could convert a stadium into a housing unit easy,0.644444444,0.344444444,Positive
"   Just left message with Brian Kemp to call a Special Session of the legislature, to stop the steal before the runoff.  United We Stand. God Bless America and God bless President Trump.",0.285714286,0.178571429,Positive
"$INQD As you may have guessed from last week some swing players accumulated, but the charts In fact show more and more long-term investors are buying. Anything under .05 is a steal before the stop sign is gone! 1000% gain can happen in one day with this company. Red days are okay ",0.313333333,0.325,Positive
"Yes it's up to US to save lives.

5:15 PM Mountain today -  &amp;   needs YOU to send in public comments supporting a mandatory mask mandate to boh.idaho.gov plz!

Masks work according to... : 

Stop the steal of... life!

2/2",0.158333333,0.1953125,Positive
"I think it would suit  &amp; her colleagues to please watch. 

Stop the steal... of innocent human life.  Stop the steal... of medical resources.  Stop the steal... of our friends' lives.  Stop the steal... of Gowen Thunder 2021 and the rest of our 2021 summer!!!

1/2 ",0.266666667,0.166666667,Positive
" Wow... you're not goin full-blown 'Stop the Steal' on me are you, EH?",1,0.1,Positive
"It seems Trump is playing the nice guy for now. If the courts don't listen though, he will probably use the Insurrection Act that will also stop the steal. In either way, Biden will not be president. 
FYI: In Military tribunals the penalty for treason is death by firing squad",0.55,0.25,Positive
"The ""Stop the Steal"" scam is a coordinated effort to destroy our election.
Ellis said in a statement sent via trump’s campaign that she had “no affiliation or work with the Amistad Project” and that she had been included on the website used by the project “without my permission.",0,-0.2,Negative
   Stop the Steal,0,0,Neutral
"🔴 Watch LIVE: Stop The Steal Protest in Atlanta, GA- LIVE COVERAGE  Trump TrumpRealInform ",0.5,0.136363636,Positive
"   Stop the steal?  This IS the steal.  Self-called patriots attempting to circumvent the electoral process in an un-American way. All to follow a delusional demagogue who claims foul and fraud EVERY TIME things don’t go his way. BTW, the Emmy awards weren’t rigged either.",0,0,Neutral
"George Washington would be spinning in his grave with GLEE at the PATRIOTIC SIGHT of Donald J(ust here to make things worse at this point) Trump undermining the inauguration of his successor, Hidin' Joe Biden (who won the election, like a LOSER). ",0.6,-0.4,Negative
" Trump is probably planning to steal the plane and fly out of the country with it to avoid prosecution!
Remember the paintings he stole off the walls of the US embassy in Paris? LOLOL What would stop him from taking the plane?",0.85,0.9,Positive
"  81 million of us did “stop the steal”by voting for Joe Biden instead of the swamp thief, Trump.",0,0,Neutral
"If they were poll watchers were they screaming ""Stop the steal and you owe us a meal""? ",0,0,Neutral
    You can say stop the steal all you want but when you lose all your court cases and Georgia recounts 3 times and still certifies biden i know it hurts your little heart lol.,0.6,0.30625,Positive
"What You Can Do To Help President Trump Stop The Steal - Lunch Alert! -  at   Phone, Write or Email all key-State legislators.",0,0,Neutral
 Order now and stop the steal from the Lib Tards 🇺🇸😂,0,0,Neutral
 Stop the steal please,0,0,Neutral
"   Your claim is not only false &amp; lacks evidence and credible sources for your claims, it disrespects citizens of every party who worked hard on the local level to ensure a fair election. You’re the only ones trying to steal the vote &amp; 84 million of us see it. Grow up. Stop bullying",0.677380952,0.058333333,Positive
     There is a HUGE gulf between that and Sidney Powell/Giuliani/GOP yelling at the top of their lungs that it wasn’t a free/fair election (it was) and to Stop The Steal; that state houses should appoint electors thus throwing out votes; and that Biden isn’t the president elect.,0.766666667,0.566666667,Positive
" Saturday’s rally was not a good bye rally -it was quiet the opposite ,that was America’s voice .This is only growing bigger.Stop the steal is not going away because of some dates on the calendar. To those with no integrity right now be prepared to take justice from those who do.",0.493809524,-0.012857143,Negative
  That’s not what we found in Georgia in the audit stop making shit up I told you Joe Biden didn’t steal the election from Donald Trump Donald Trump stole the Republican Party from the Republicans and now they are going to take it back ,0.4,-0.1,Negative
  STOP THE STEAL - AUDIT NOW,0,0,Neutral
   Write in trump or don’t vote!!!! STOP THE STEAL!,0,0,Neutral
 I don't buy his pillows  let alone listen to the whackjob- does he Not realize trump says stop the steal-  But it is lindell advocating stealing it along w/trump-that's treason on them    magats &amp; ,0,0,Neutral
" stop the steal
boycottGArunoff",0,0,Neutral
 And South Carolina! No way people voted for you instead of a real human being. Stop the Steal!,0.15,0,Neutral
Oregon Doctor Who Discouraged Face Coverings At ‘Stop The Steal’ Rally Has His License Revoked  via ,0,0,Neutral
" Well, he's taking 75% of the ""Stop the Steal"" donations so there's that.",0,0,Neutral
  Agreed. Stop Trump from trying to steal the election. It is treason.,0,0,Neutral
"  Whatever you do...don’t concede, STOP THE STEAL!",0,0,Neutral
  Georgia had a free and fair election. What needs to stop is Trump’s attempt to steal the election and act like an autocrat,0.85,0.55,Positive
"[Opinion] Armed Thugs Showed Up at the House of Michigan's Secretary of State Shouting 'Stop the Steal'  The thugs are grown, ignorant people. Their behavior reflects a loss they didn't expect. Trump was their last white hope to spread chaos in the USA.",0.033333333,0,Neutral
" They have every right to take it down. charity or not you can't just steal shit. What if I stole your phone and you try to stop me ""it's for charity!"". I'm using hyperbole but the same Standard  applies",0.349920635,-0.023968254,Negative
Stop The Steal: Arizona Lawmakers Suing To Audit Dominion Voting Machines  How about the citizens filing a class action...,0.1,0.1,Positive
Saagar Enjeti: Pelosi ADMITS She Held Up Stimulus Before Election To Hel...  via  Democrats party are cheating election! Stop the steal! Now a lot of EVIDENCE! Sleeping uncle Joe goes back in the basement forever!!!,0,0,Neutral
"White nationalist have been right in the middle of the Georgia Stop the Steal protests - e.g., ""groyper"" cheerleader Nick Fuentes.  ",0.178571429,0.095238095,Positive
Thank You we ❤️ you and Joe ❤️ too!  Keep Fighting to stop the Steal ,0,0,Neutral
  Remember lock her up and then who got locked up. Remember the virus is a hoax and who got the virus now stop the steal and guess who is trying to steal. The election wasn’t rigged that’s why they keep losing in court,0,0,Neutral
Oregon's Stop the Steal peaceful protest 11/7/2020  via ,0.5,0.25,Positive
My Article on Our Efforts to Stop The Steal! Please Share Fellow MAGA Patriots! Show That We The People Stand with President Trump! ,0,0,Neutral
"One Shot Dead In An Attempt To Steal Ballot Box. 



Ballots Election2020results Stop the Steal 2020Election ElectionDay Elections2020 election",0.4,-0.2,Negative
 Please stop the steal!,0,0,Neutral
"     As everyone knows the democrats will stop at nothing they will lie, cheat and steal and do anything for power. You have to expose these criminals for their cover ups lies and deceit.",0,0,Neutral
       He looks like a man who has taken in $207 million in the last 30 days from rubes donating money to a slush fund to “stop the steal” while he pockets the cash.,0.066666667,0,Neutral
"Jesus  why the hell arent we just stopping the steal. EVERYONE knows Abrams' 600,000 (SO FAR) ballots are bogus.

Are the  lawyers that shitty that they cant stop the truth??? come on   you 2 talk a big talk - WHERE'S THE BEEF? ",0.55,0.05,Positive
YOU LOST THE 2020 Presidential election fair and square.  Stop trying to throw the election and steal the presidency in a coup.  You are a blatant criminal and a wart on the face of America.  To make America great again we must remove the wart. ,0.675,0.15,Positive
"Jesus  why the hell arent we just stopping the steal. EVERYONE knows Abrams 600,000 ballots are bogus.

Are the  lawyers that shitty that they cant stop the truth??? come on   you 2 talk a big talk - WHERE'S THE BEEF?",0.1,0,Neutral
Watch Live — Raheem Kassam Stop The Steal… ,0.5,0.136363636,Positive
 THE PEOPLE OF GEORGIA MUST RECALL THE GOV. SECY OF STATE AND LT. GOV.  THEY ARE ALL COMPLICIT IN VOTER FRAUD!  STOP THE STEAL!!!,0,0,Neutral
"  Indeed.

The **real** ""Stop the Steal"" which happened this election wasn't of fake votes, but was actually to stop Republican efforts in cheating through systematic voter suppression of Blacks &amp; other minority groups.",0.44375,-0.10625,Negative
STOP THE STEAL!!,0,0,Neutral
".⁦⁩ is to BLAME for this. Dozens of armed ""stop the steal"" protesters THREATEN Michigan Secretary of State outside her house.
Trump keeps LYING about the election being stolen. His followers believe him and act on it. ",0.05,0,Neutral
 via ,0,0,Neutral
"Mike Lindell continues ""Even the Democrats are gonna go, 'Wow, this real? It's um, it's all real?'""

The crowd then erupts with ""Stop The Steal!"" chants. ",0.533333333,0.183333333,Positive
"    KEMP IS A MEMBER OF THE DEEP STATE AND A TRAITOR TO PRESIDENT TRUMP. RECALL KEMP? STOP THE STEAL! WRITE IN TRUMP FOR BOTH GEORGIA SENATE SEATS. MAKE TRUMP BOTH SENATORS FROM GEORGIA! A SUPER SENATOR WITH 2 VOTES! 
GOD BLESS PRESIDENT TRUMP!
recallkemp 
MAGA!",0.533333333,0.325520833,Positive
Comrade Rasputin doesn't like it when you say Stop The Steal on Twitter.  Comrade Rasputin supports the Steal and President Heels Up Harris!,0,0,Neutral
 Where does Miss Tussaud live? Those trumpets are gonna show up with that stop the steal nonsense.,0.5,0.136363636,Positive
    Absolutely not. Vote Kemp and the Secretary of State out of office. What are they hiding? Stop the steal!,0.9,-0.125,Negative
"  Can you come up with snappy sayings like “stop the steal” and “release the Kraken” that have zero actual value to them?

Careful how you answer.  It’s a deal breaker.",0.55,-0.05,Negative
 Stop to steal from the people.....And stop to fight with your brothers.... Then you will see everything will be better,0.5,0.5,Positive
"   Dude, you're trying to pressure states into participating in a coup. Your side is trying to steal the election.  So yes, please Stop the Steal.

GOPTraitors",0,0,Neutral
"  KEMP IS A MEMBER OF THE DEEP STATE AND A TRAITOR TO PRESIDENT TRUMP. RECALL KEMP? STOP THE STEAL! WRITE IN TRUMP FOR BOTH GEORGIA SENATE SEATS. MAKE TRUMP BOTH SENATORS FROM GEORGIA! A SUPER SENATOR WITH 2 VOTES! 
GOD BLESS PRESIDENT TRUMP!
recallkemp 
MAGA!",0.533333333,0.325520833,Positive
 If you are fed up with the Republicans currently in office. Primary the crap out of them next election. But don’t give the Dems Congress. Even if we manage to stop the steal a Democrat controlled house and senate would be disastrous.,0.5,-0.22,Negative
  Agree! stop the steal! don't vote in the senate run-off. Let's teach them a lesson...,0,0,Neutral
             Stop the Steal,0,0,Neutral
 Note—that is trump’s entire Stop the Steal strategy,0.625,0,Neutral
"   Future promises with no specifics &amp; no way to measure.

Key word FIX.

They want the vote in January?
Make them earn it!

Stop the steal NOW.
Convene the legislature NOW.

Before January.

Voters in Georgia have the power.
Let them know the terms.

",0.5625,0,Neutral
"All jokes aside though stop wit the “everybody steal”
Cause everybody dont😂😂😂😂😂",0,0,Neutral
   Also....Stop the Steal is actually a political shell movement founded by Roger Stone years ago. We know that too. Your hero never expected to win...never. The fraud hoax was planned years ago. Trump himself told us so many times over.,0.333333333,0.183333333,Positive
" Mr. President, why can't we order a revote in battleground states that had huge voter anomolies? Revote, not recount! Please sir stop the steal!",0.9,0.625,Positive
 Please help stop the steal!!!! 🇺🇲👍😬,0,0,Neutral
"    The future of America &amp; the free world is at stake. Do not betray the blood of the hero’s that have gone on before us to win this freedom, this democracy, and also the blood of those since to defend and preserve it. Vote Republican and keep the pressure on to stop the steal!",0.441666667,0.466666667,Positive
"   Trump has raised over 200 million dollars on the alleged ""stop the steal"" campaign.   This  is what the lawsuits are about.. the grift.  Not the snow ball's chance in hell of over turning the election.",0.1,-0.1,Negative
"  They need to stop posing it as a question and make it a statement. “You lost the election, numerous Administration departments and State Republicans have asserted this....so why are you trying to steal the election from the American people?”",0.25,0,Neutral
 STOP THE STEAL ,0,0,Neutral
"We need to dig into who’s behind all this anti-CCP/pro-Uighur stuff. It’s completely co-opted the RW

Why is Stop The Steal having Uighur rallies?

Just like there’s pro-CCP money buying up politicians, etc. I’d bet there’s the same thing going on just on the other side",0.4,-0.10625,Negative
We're in a similar fight for our country now! The very freedom and LIBERTY that most Americans take for granted is on the line! Stop the steal. We must fight for a honest and fair election ,0.6,0.425,Positive
"There's only one thing to know; ""stop the steal; fight for Trump"" or D's will runoff with the ""runoff"" by stealing the vote again. How f-ing stupid can we be?

5 Things to Know About the Georgia Runoff Debates ",1,-0.4,Negative
 Didn't see her at a single Stop the Steal rally. I'll pass.,0.214285714,-0.071428571,Negative
 Stop the steal!  Or you covering your own butts???,1,0.6,Positive
STOP 🛑 THE STEAL AND STAND THE LINE 🇺🇸🙏🏻🧎🏼 AMERICA IS WORTH IT IT IS 1776 Again ,0.1,0.3,Positive
[Opinion] Armed Thugs Showed Up at the House of Michigan's Secretary of State Shouting 'Stop the Steal' ,0,0,Neutral
 Did you steal my smokes again? Stop breaking into the house.,0,0,Neutral
"  Donate to ""stop the steal"".  All the money goes to....  Well it goes somewhere 😂🤡",0,0,Neutral
" STOP THE STEAL!

WHY ARE ARIZONA REPUBLICANS HELPING DEMS TO STEAL THE PRESIDENCY?",0,0,Neutral
"  The looting &amp; burning of stores is acceptable but god forbid a politician be protested. OH and FL didn't have any of these irregularities nor discriminatory treatment of GOP pollwatchers. Their SOS are Repub so what's that tell you? They chanted ""Stop the Steal"" &amp; is their right",0.535714286,0.285714286,Positive
"    Everyone is making fun of America and Trump. Has been for the last 4 years.

Stop Trump from trying to steal the election!",0.133333333,0.15,Positive
"“‘We the people’ Elected Donald Trump, and it’s us not the corrupt politicians, that have been behind him, because he’s stood by us for 4 years! And, we’re standing by him again, today!” Crowd: “Stop the steal-stop the steal...” ✋👥❤️🇺🇸✌️ ",0.85,-0.5625,Negative
" This Must Happen! Now! I am from Washington state. Nothing is blue outside of ""CHOP"" land. They've been stealing Our votes for decades. Stop the Steal Now!!! Audit every state now! Slaves no more!",0.216666667,-0.104166667,Negative
 Isn’t this “stop the steal” tour just a way to market his Leadership PAC? If it is it’s worth while since it’s worth 200 million now,0.1,0.3,Positive
" I'm watching it. What do I have to lose? It is either this or 40 minutes of ""stop the steal"" news.",0,0,Neutral
"What can we do to stop the steal of our elections? To find the answer, we tell a story of a small election in CA. We talk to  Editor-at-Large , constitutional lawyer , &amp; the force behind the Stop the Steal movement .  ",0.55,-0.325,Negative
Armed Trumpists Surround Michigan Secretary of State’s Home. ,0,0,Neutral
"Dan, how about you do something you hypocrite. Word is that while at the Trump rally you were rolling your 👁  during the “STOP THE STEAL” chant.

You are one of the Republicans who said that they would accept a Joe Biden presidency, regardless of all the evidence of fraud.  ",0,0,Neutral
" RUDY IS AN AMERICA PATRIOT AND CHAMPION OF THE AMERICAN PEOPLE.
GET WELL FAST,,,,,,,,,,,,,,AMERICA NEEDS YOU !!!

STOP THE STEAL.
STOP THE COUP.
RESTORE FREE AND FAIR ELECTIONS IN AMERICA.

PRESIDENT TRUMP WILL HAVE HIS SECOND TERM IN 2021.",0.425,0.275,Positive
" She's a liar, not surprising. They were chanting ""Stop the Steal"" and pointing out she's a felon by allowing election fraud. None of this is obscenities. She's untrustworthy and won't be relected so she made her choice.",0.5,-0.35,Negative
What You Can Do To Help President Trump Stop The Steal - Lunch Alert!            NEWSMAXTV   GeorgiaSenate ,0,0,Neutral
" Do these people even realise that shouting stop the steal, is what they are trying to do is Steal the election...  Not too many bright people in some of these states.",0.65,0.6,Positive
"  Why don't you guys get on board and STOP THE STEAL..REPUBLICANS Will never be Voted in again in the Future unless you start doing something Now
BE BRAVE...NO ROOM FOR WEAKNESS",0.125,0,Neutral
" Also, I don't think Trump is truly trying to stop anything. He KNOWS he lost. This entire dog &amp; pony show is now ONLY about getting as much money from his followers as he can. He can't keep soliciting donations to ""stop the steal"" if he concedes.",0.608333333,0.066666667,Positive
 This whole bracket is RIGGED!! You ESPN deep state elites are trying to take away the rights of hockey fans everywhere to determine who we REALLY want as the best name! STOP THE STEAL!! Darius2020,0.325,0.378125,Positive
" ""all effective propaganda must be limited to a very few points and must harp on these in slogans...""

""maga""
""lock her up""
""build the wall""
""stop the steal"" ",0.293214286,0.042142857,Positive
Stop the snow day steal! ,0,0,Neutral
" My wife had her ballot rejected for her lawful vote, but CO gave the opportunity to correct it. What you are trying to do is throw out lawful votes without giving a voter the ability to verify. Signatures were matched already. Stop treating to steal the vote. Shame on GOP.",0,0,Neutral
"If they don't ""stop the steal"" what do they think will be done to the runoff?

Crowd Chants “FIGHT FOR TRUMP” At Georgia Trump Rally For Republican Senators Perdue And Loeffler  via ",0,0,Neutral
  I think free and fair elections means not having elected officials strong arm canvassing boards and courts. It also means the president not creating a fact-less campaign to smear people and our democracy in order to further his own best interests. Stop the steal!,0.705555556,0.522222222,Positive
Oregon Doctor Who Discouraged Face Coverings At ‘Stop The Steal’ Rally Has His License Revoked ,0,0,Neutral
 Gov. Kemp of Georgia is afraid of the vitriolic reaction of the UnhingedDems! STOP THE STEAL!!!👩🏻🎼🇺🇸🇺🇸🇺🇸❤️,0.9,-0.75,Negative
Stop the Steal Not everyone could go to College Now the lazy bastards get another free Ride. ,0.9,0.075,Positive
Yall gotta stop acting like mario is the first person to steal cartis flow or that cartis flow is even hard to replicate. I even made a carti parody like A year ago,0.291666667,-0.013888889,Negative
"   Define STEAL for us Newt ‼️
Because you cannot seriously believe that there was fraud. Not after all the lost court cases and votes CERTIFIED by the legislators. Your hyperbolae is Dangerous to the values of America. To Democracy itself. 
SO STOP IT ‼️",0.783333333,-0.466666667,Negative
"     Your guy lost.  Its ok to admit you were conned.  Hes an expert at it.. And if you are stupid enough to donate funds to his stop the steal heist, then you got conned again.",0.666666667,-0.1,Negative
  Full stop you an Trump won't steal our democracy. The people have spoken,0.55,0.35,Positive
 It is not right to steal. I am sad they are in such desperation for their relatives in China that they think this is the way. xi and ccp need to stop hurting their people!! xi and ccp need to be extinguished.,0.678571429,-0.214285714,Negative
"    With money from his deadbeat base. The ones who donate to ""stop to steal"".

Meanwhile he is 1-47 in court.

He's a lifelong conman and he's really good at it. 

Please dont tell me you donated.  Actually, tell me you did Haha.",0.52,-1.11E-17,Negative
"  There is for sure corruption, and their has been inside the white house these past four years as the Trump family has lined their pockets. Do note where money donated to ""stop the steal"" is actually going...",0.309722222,0.0625,Positive
  Funny the  sellout talking about voter fraud from host who was there when Fox colluded with Dems to stop the count by calling AZ in order to steal the election in the middle of the night.  Loser. How ru liking ur ratings. Ha!,0.5,0.125,Positive
     the label did not tell him to steal lyrics stop capping for him lmao,1,0.6,Positive
WP is owned by the Amazon  Billionaire. Stop the Steal Call to Arms America ,0,0,Neutral
   They prolly photoshopped the video anyways to hide their guilt. STOP THE STEAL. BRING BACK OUR INFANT CHILD,0,0,Neutral
"Dozens of armed ""stop the steal"" protesters threaten Michigan Secretary of State outside her house ",0.05,0,Neutral
"I suspect we will see a Reichstag Fire, a Cersei style event, a 9-11 of some sort before Jan. 20/21. 

All of these “stop the steal” machinations are justification for their coup. 

Listen to the people that know Donald best. Look at Mitch’s behavior. They’re not giving up.",0.3,1,Positive
Armed individuals gathered outside the home of Michigan’s chief election officer chanting ‘Stop the steal’  via ,0.05,0,Neutral
Urgent Message to ALL REPUBLICAN GEORGIA RUNOFF VOTERS on Jan. 5th - YOU MUST BOYCOTT THE JANUARY 5th ELECTION in order to STOP THE STEAL! 1/,0,0,Neutral
"     And send Trump the billionaire more money!  He needs money to fight the deep state!    Send Trump more money so he can stop the steal!   Send whatever you can.  

God bless Trump! God bless stormy Daniels!!",0.466666667,0.541666667,Positive
"The   doesn't need the courts to stop the steal but he's giving the lying, cheating, scum bag democrats a chance to unfuck themselves before he unleashes the constitution on the cheating bastards.",0.4,-0.3,Negative
"Stop the steal 
War Room: Pandemic Ep 565  via ",0,0,Neutral
 What Huawei is banned in the us for good reasons. Stop trying to steal my data. Europe has the doors open for you right now.,0.545238095,0.328571429,Positive
All 80 Million of us are ready to Fight for America. Stop the Steal RE-Do the Election. ,0.5,0.2,Positive
"Shameful that   quietly allow trump to threaten State officials &amp; families, quietly allow trump to attempt an overthrow of results &amp; make him winner-that is Your only Election Cheating!  ""Stop the steal""?-that's what trump Is trying &amp; it's treason   ",0.555555556,0,Neutral
Breaking News and Information with a strong bias for telling the truth. Censored news and analysis that you won't find anywhere else. ,0.733333333,0.433333333,Positive
"its not even the fact that yall steal from and mooch off black peoples culture, cuz we pretty much used to that. its the denial of it being culture and erasure. give us our fucking props &amp; stop acting like yall came up wit some shit and there wont be a problem",0.538888889,-0.086111111,Negative
" like:

""Build the wall""?
""Lock her up""?
""Stop the Steal""?

... all very dark/negative. Republicans so scared/angry.",0.3,0.2,Positive
"Dozens of protesters gathered outside the home of Michigan Secretary of State Jocelyn Benson on Saturday, demonstrating against the state’s certification of the presidential election for Biden and chanting, “stop the steal”
",0.05,0,Neutral
"   Stop the steal... That's, EU stealing from the UK!",0,0,Neutral
" WAKE UP POST-ELECTION T***P CAMPAIGN DONORS!  He knows he lost election so  he's using you as fools with ""Stop the Steal"" to rake in money, 170 millionso far, to defend  lawsuits after he leaves &amp; to gear up for another run. Remember, T***P is America's answer to Hitler. ",1,0.1,Positive
"  The problem is Trumplandia doesn't get it. Literally millions of people have been duped into another con believing this election was stolen. Michigan's S.O.S. had protestors outside her house yesterday chanting ""stop the steal."" You may get it, but an alternative reality exists.",0.05,0,Neutral
" A STEAL IS NOT A WIN - IT'S A CRIME!

Has  and  seen video where ballots illegally counted - vote dump of over $130k at 3:30 am for Biden while counting was supposed to have stopped - done outside public, press and Rep watchers? ILLEGAL!

STOP THE STEAL!",0.303333333,-0.35625,Negative
"PATRIOTS REJOICE! We're STEALING Air Force One, just like the good guys in that famous movie Air Force One. ",0.8,0.6,Positive
"Please sort it out once and for all, the steal has to stop and arrests have to be made. This is not just a fight for America it is a fight truth throughout the world. If Biden gets in because of this fraud, truth will be lost and we are all going to suffer, so please Act now. ",0,0,Neutral
STOP THE STEAL!! ,0,0,Neutral
"It’s truly amusing to me that people went out of their way to steal the signs we have up for our business around town. It must suck to be so jealous/intimidated by someone else’s success. Don’t worry, won’t stop my man from continuing to thrive 😊",0.5,0.45,Positive
" 
WAKE UP POST-ELECTION T***P CAMPAIGN DONORS!  He knows he lost election, he's using you as fools with ""Stop the Steal"" to rake in money, 170 millionso far, to defend  lawsuits after he leaves &amp; to gear up for another run. Remember, T***P is America's answer to Hitler. ",1,0.1,Positive
Are we actually going to STOP the STEAL or just Bitch about it?,0.1,0,Neutral
STOP THE STEAL. ,0,0,Neutral
"Stop the steal but you guys are the one that's tryna steal, you know what?! Nevermind. 😏😷 ",0,0,Neutral
Stop stop the steal.,0,0,Neutral
"WAKE UP POST-ELECTION T***P CAMPAIGN DONORS!  He knows he lost election so he's using you as fools  with ""Stop the Steal"" to rake in money, 170 million+so far, to  defend future lawsuits after he leaves &amp; to gear up for another run. Remember, T***P is America's answer to Hitler.  ",0.5625,0.05,Positive
" WAKE UP POST-ELECTION T***P CAMPAIGN DONORS!  He knows he lost election so he's using you as fools  with ""Stop the Steal"" to rake in money, 170 million+so far, to  defend future lawsuits after he leaves &amp; to gear up for another run. Remember, T***P is America's answer to Hitler. ",0.5625,0.05,Positive
  Oh you that is raking in cash from stop the steal.,0,0,Neutral
" LMFAO whoever is running this Stop the Steal needs to chill. You all have no case.

Actually, yes...StopTheStealFromStealing ",0.1,0,Neutral
 Stop the attempted steal😎 meant for Trumps trash!,0,0,Neutral
Stop the Steal is number 1! ,0,0,Neutral
  STOP THE STEAL,0,0,Neutral
" Only until we surrender.  Stop the steal.  Go to work.  Call your local, state, and federal representatives.",0.5,0,Neutral
"As an angry patriot, I need to make it clear to STOP THE STEAL; leftists never won legitimately by a longshot, therefore I look forward to Trump being resworn on Jan 20, and let the trumpmarch bus tour still go on!

StopTheFraud   NoToTyranny ",0.691666667,-0.1875,Negative
"   Words mean nothing, Dan. You need to dig into that retirement account and help stop the steal! Give everything you own to Trump now because there might not be an America tomorrow, Dan! It all depends on you, Dan!",0.84375,0.2734375,Positive
" Wait, what happened? I know there were some Stop the Steal parades this weekend (unfortunately saw some in Valley Junction) but didn’t hear about any issues.",1,-0.5,Negative
"   Please, you can help by donating ALL your life savings to ""Stop the Steal"" then walk around in large maskless crowds and be sure to breathe deeply as you continue to pray for the trumps. Thank you for your support. 🙏🙏🙏 ",0.572486772,0.238095238,Positive
biden more populate than Obummer - really 7 million more votes ; you know that was fixed !!!!! stop the steal!,0.35,0.395367432,Positive
                               Stop the steal,0,0,Neutral
Armed Thugs Showed Up at the House of Michigan's Secretary of State Shouting 'Stop the Steal'  press feedly,0,0,Neutral
"FFS get over it! BidenHarris won fairly by a landslide and the liar trump lost! The Loser trump is jail bound! 

Michigan Secretary of State Jocelyn Benson's home picketed by armed 'Stop the Steal' protesters alleging voter fraud - The Washington Post ",0.45,0.375,Positive
  Stop the steal!,0,0,Neutral
"Look, Patriot's, .... (Stop The Steal) ! ",0,0,Neutral
"I'm from Michigan, yesterday in Saginaw there was a nice ""Stop the Steal"" rally at the intersection of Bay &amp; Tittabawassee Roads. Had to pullover and participate. God Bless America, we're still in the fight. ",1,0.6,Positive
 What truth did he speak? This stop the steal has become the epitome of feelings of facts. You have ZERO facts and just FEEL like there was fraud.,0,0,Neutral
" If they manage to steal this election, and pack the courts, we will NEVER AGAIN have a free and fair election. YOU And every other Republican elect needs to stop this  ! Encourage your constituents to use their authority under the US Constitution!!",0.74375,0.49375,Positive
"   Write in trump! Otherwise the left will steal your vote.  

Or keep your vote at home, then Dems are straight up vote stealers! 

Stop the steal In Georgia, don’t vote!!",0.2,0.1953125,Positive
