tweet,subjectivity,polarity,score
" My mom takes it for rheumatoid arthritis, and the lamestream media scared her about it until she was afraid to take it!! Luckily along with her doctor we convinced her it was safe 🤦‍♀️",0.744444444,-0.034722222,Negative
  Go to YouTube...put in The Right Side broadcasting...you will see a whole lot the LameStream Media dare to cover.,0.467857143,0.242857143,Positive
  This sounds like lamestream media parroting,0,0,Neutral
 🤣🤣🤣🤣🤣 ridiculous comment since the answers are coming from hearings that your precious Lamestream media won't report.,1,0.083333333,Positive
I told Rampaging Ryan Day and the mighty Ohio State Buckeyes that they needed to get TOUGH on Defense!!!! FAKE NEWS and the LAMESTREAM media won't give me credit but they OBVIOUSLY listened!!!!!!,0.808333333,-0.262358941,Negative
  I told Rampaging Ryan Day and the mighty Ohio State Buckeyes that they needed to get TOUGH on Defense!!!! FAKE NEWS and the LAMESTREAM media won't give me credit but they OBVIOUSLY listened!!!!!!,0.808333333,-0.262358941,Negative
" Just call them the ""Lamestream Media""

The closest thing we have to Leftist News is  

Which I'm pretty sure is why John Stewart was able to provoke Fox, and why he was so frustrated that it was even possible to do so.

SnakePlissken 
VACCINESNOW",0.718981481,0.083333333,Positive
"  Only the lamestream media has projected Joe the elected, Joey. The Electoral College, the Supreme Court or the House and Senate are the officials to certify the outcome of this mess.",0.5875,-0.0875,Negative
" The Nazis in pre-WWII had a word for Fake News/Lamestream Media.  They called it ""Lügenpresse"".  Just like DT, the Nazis wanted to discredit their political opponents and the free press.  Funny how history repeats itself...
TrumpIsANationalDisgrace",0.725,0.0375,Positive
"  The Nazis in pre-WWII had a word for Fake News/Lamestream Media.  They called it ""Lügenpresse"".  Just like DT, the Nazis wanted to discredit their political opponents and the free press.  Funny how history repeats itself...
TrumpIsALaughingStock",0.725,0.0375,Positive
" Don’t trust the lamestream media kids, Santa is still coming",0,0,Neutral
    Facts and truth. But they won't look any of it up. They will just spew what Lamestream media tells them to believe. They are lazy and won't do the leg work,1,-0.25,Negative
"  That Trump won the election very easily. Coordinated effort by the Deep State and LameStream Media around the World to plot a COUP to remove President Donald J Trump. He will be inaugurated for his second term, and he will MAGA",0.466666667,0.187777778,Positive
what the lamestream liberal media wants christmas to look like this year ,0.1,0.2,Positive
" 
Hey Joe,
In despair over RINOs, SwampGOPs, NeverTrumpers, the Leftards and Lamestream Media are going to run out the clock, and steal this election...
Can you shine any glimmer of light to give Trump FourMoreYears ?",0.7,0.4,Positive
"  In levensgevaar... Ja hoor, die indoctrinatie raak je waarschijnlijk nooit meer kwijt. Tenzij je cold turkey gaat op de NOS en andere lamestream media.",1,-0.6,Negative
" Lamestream media strikes again 😠

/s",0,0,Neutral
" You're part of the problem.  The Lamestream Media has so much hatred for Trump, they look the other way and make excuses for fraud",0.2875,0.0375,Positive
 Thank you RSBN for your dedication to patriotism and real time reporting. My hope is you grow fast and huge. Let's all help RSBN surpass the lamestream media.,0.6,0.266666667,Positive
"How about the CDC and LAMESTREAM MEDIA focus on the total corvonavirus recoveries instead of the total number infected. That would be great. But they won’t, they want to instill fear and panic for their vaccine agenda.",0.75,0.266666667,Positive
"  You should turn off the Lamestream media and do your own reserach. There are tons of videos out there. But, I doubt you'll do that, It's easier for you to believe the lies. You should stop wearing your mask so much, I think your losing brain cells. Or were you always so gullible?",0.6,0.4,Positive
Lamestream media defending ratchet behavior. Is it any wonder why we are not taken seriously and targeted fir extermination? ,0.666666667,-0.333333333,Negative
 Give that man a raise. The only one at CNBC that has the balls to push back against the lamestream media,0.5,0,Neutral
  Like all of the Slow Joe/ Terrorist Harris celebrations when the Lamestream media called them as winners???!,0.4,-0.375,Negative
"Tune into  today for the massive Trump Rally for Georgia 

With 1 MILLION subscribers and 300K followers, RSBN provides raw coverage that the Lamestream media won't! 

RSBN relies on people like us to keep broadcasting, help them out at:
",0.730769231,-0.144230769,Negative
"Tsaka nila sasabihin na hindi sila nagdadala ng media hahaha. Wait, hindi nga pero andaming pix at videos na pinapakalat sa lamestream media. ",0.4,0.2,Positive
" Why are you posting something that was debunked??.... Says ALL the people who are guilty of voter fraud!! This is so very blatant and obvious....where's the lamestream media?? Oh right, they are guilty too. Some heads are going to roll (quite literally 😎) ",0.796428571,-0.411383929,Negative
"Some of the terms or phrases I hope disappear with the Trump regime: fake news, snowflake, libtard, build the wall, drain the swamp, lock her up, alternative facts, mainstream/lamestream media. What have I missed?? goaway getlost goodbyeTrump",1,-0.5,Negative
"FightBack &amp; StopTheSteaI because JoeBidenIsNotMyPresident

Thank God for  &amp; his fighting skills, the  would've been apologizing a dozen times a day, while  &amp; lamestream media &amp; BigTech deny &amp; destroy America.

 does not deserve . ",0,-0.2,Negative
"The lamestream media: Robert DeNiro, Al Pacino and Joe Pesci do not rehearse their scenes
Me, an Italian American: good for them, and also why should they, who should do more than their job requires, an asshole that's who, who the fuck are you, furthermore this is",0.34,0.16,Positive
Buti na lang andito na si  at di natin malalaman itong good news. Syempre kasi di naman ibabalita ng lamestream media yan. Tsk ,0.6,0.7,Positive
"   News , you mean lamestream media. Am not the one to programme my sub conscious with that toxic shit , aap hi ko mubaarak ho, I am from a farmers family, we didnt find anything wrong with the bill. Issue is, corruption is being targeted thats why the noise",0.721875,-0.228125,Negative
" I assume the American people don’t believe the numbers any longer due to all the corrupt LameStream Media and bullsh!t politicians we’ve witnessing. Plus when the survival rate is 99.99% who would, right?",0.477678571,-0.084821429,Negative
From lamestream media to paidstrem media. More fitting i say ☺️ ,0.5,0.5,Positive
"WhenKellyanneSaysYouLost

Then Kellyanne Conway will immediately be branded as a tool of the Deep State Fake News Lamestream Media",0.7,-0.25,Negative
 Nope. It's the lamestream media making them look bad.,0.666666667,-0.7,Negative
"12.4.20: SMOKING Guns everywhere! The WHOLE WORLD is WATCHING!  via  
Great News Source, what the lamestream media won't tell you",0.575,0.525,Positive
 E io spero vivamente che sia così ! E che anche venga ripristinata la pena di morte per chi tradisce la nazione e lavora per potenze e interessi esteri. Poi vediamo se avranno ancora il coraggio di fare certe dichiarazioni ai lamestream media!! FUCILAZIONI! ,0,0,Neutral
" No voter chose him  he only rigged himself to that position. I know Twitter will censor this tweet... Well, I don't care they are all part of the problem... Lamestream media, big tech companies are all in on this monumental fraud of election.",0.55,0,Neutral
"  Because the lamestream media is objective in how they present the news, she will be gladly receive. To punish,  they need to be subjective and use her words against her, never giving her any benefit of doubt",0.366666667,0.166666667,Positive
"  You cant handle the truth! When it is known, another question is will the lamestream media cover it?",0,0,Neutral
" The lamestream media wants to keep this hidden from the people, but we’re hearing more and more about it everyday",0.406666667,0.166666667,Positive
"Look at those losers over in Norway! So few deaths, total losers. No herd immunity to speak of there in Norway, but the lamestream media won't talk about it.

SWEDEN WON THE PANDEMIC! ",0.3125,-0.175,Negative
"Wow, imagine that, the Lamestream DECAYING MEDIA not telling the TRUTH ",1,0.1,Positive
Heat? Yup. Lamestream media should be about the lakers and the queen 🤦‍♂️🤷‍♂️ ,0,0,Neutral
  AONN is lamestream media for a lame brain president,0.75,-0.5,Negative
But I stand no chance because my surname is not Bhutto/Sharif and our lamestream media thinks you can be a leader only if you are “born” leader in those families 😅 ,1,0,Neutral
    Oh. The lamestream media.,0,0,Neutral
  Well the China virus was an absolute gift to the DNC operatives and their backers in the lamestream media. They ran their whole election about the China virus.,0.65,0.2,Positive
" According to the Lamestream media: stock market goes higher due to Biden’s trasition. Yah, right! 😂😂😂😂",0.470238095,0.160714286,Positive
"      Ave - please explain to me, (a woman of colour), how do you and the black community support such a disgusting racist?  I’m intrigued....  or perhaps the lamestream media have hidden this from you....

 ",0.566666667,-0.333333333,Negative
 11 Friends is lamestream media. Fake News!!!,1,-0.9765625,Negative
 Just finding this out now?  Pretty fuckin sad when lamestream media news has to resort to this kind of trash for ratings.  Not to mention stating out loud they are democrats and want Trump family to suffer because they didn't give interviews/ratings to the idiot news media/Nasty!,0.9,-0.11,Negative
  Unlike you who lets the democratic lamestream media decide what you can and can't think.,0,0,Neutral
"Southern California region will move into new stay-at-home order after ICU capacity dips below 15%  via     This is all BULLSQUIRT......... the ""EFFING"" COVID HOAX is a lie perpetuated by the LAMESTREAM MEDIA and the DemoCRAPS....... which are you???",0.384848485,-0.121212121,Negative
There used to be a day when news like this would be considered the most significant thing ever reported or announced in human history. Good for Joe! and shame on the lamestream media for having their heads up their asses. RealNews disclosure  ,0.51875,0.4375,Positive
"    That the demon-crats just want us to accept a decision where THEY &amp; lamestream media declared basement biden the ""president elect"", tells me everything I'll EVER need to know about moral compasses...their's AND yours. It should be overturned &amp; a new vote done WITHOUT interference",0.534848485,0.312121212,Positive
Correct.  We are disputing the fraud perpetrated and perpetuated by the Lamestream Media and Big Tech. ,0.1,0,Neutral
I am very impressed with the smart guy on the right. The one on the left is some kind of tool of the crazy lamestream media. ,0.663095238,0.25,Positive
" .. So even in the small media, we need to spread the evidence of election fraud as widely as possible to form   publics opinion❗️ 
We must accuse the lamestream media of not reporting rigged elections❗️",0.7,-0.125,Negative
" I think the conservatives need a lot of media activity because the leftists are systematically preparing for rigged elections and agitating the public in alliance with the media. 
Lamestream media are intentionally not reporting evidence of rigged elections.   ..",0.066666667,0,Neutral
 on a lamestream media outlet saying it how it is. Expose them ! ,0,0,Neutral
  He's got balls of steal! He's not a puppet and speaks his mind unlike most world leaders who are told what to say &amp; do by the elite and deep state shadow government. His HATE is also being peddled by the bias Lamestream &amp; Mainline Media to sell the Narrative. He's not a COWARD ✊,0.6,-0.1,Negative
I nominate      &amp; Mr West ( not Kanye ) to lead the campaign for a General Strike on Inauguration Day .in the United States . If India can do it so can we . We don’t need the lamestream media we have social media ,0.283333333,0.041666667,Positive
 Fake news by the lamestream media. Ive never even heard of OAN?,1,-0.5,Negative
 Niets. Dat hele circus is corrupt en lid van de gevestigde orde. Het is een grote toneelvereniging en show daar in Den Haag. Alles krijgen ze net als jullie de lamestream media vooraf geknipt en geplakt aangeleverd. De hele wereld is een leugen.,0.5,-0.25,Negative
  Two of the biggest tossers in lamestream media.,0,0,Neutral
  Wasting time to argue w someone who has been brainwashed by lamestream media,0,0,Neutral
Lamestream media sucks! ,0.3,-0.375,Negative
 Watching everyday from Wichita Ks. Love the vids and commentary. This situation we are in as a country is devastating. The lamestream media needs to pay for their involvement too. Prayers to the Trump team and the conservatives in this battle. We will steamroll these fraud Dems!,0.733333333,-0.233333333,Negative
 I don't care what the lamestream media says. I don't care what Bill Barr says. I don't care what Tracy Beanz says. The Elvis/Bigfoot ticket won this election and we won't stop until we prove it. Get on board or kindly move over. ElvisStillKing,0.9,0.6,Positive
" Twitter makes it hard for me to like your post, says the claim is disputed. I wish we had new platforms and the lamestream media disappeared",0.498106061,-0.077651515,Negative
  PBS is part of the corrupt lamestream media... move on... nothing to see here but B S brainwashing!!! F PBS!!!,1,-1,Negative
"   Of course there's no fraud! That's why the lamestream media keeps saying there's no evidence, even though we have sworn affidavits from poll workers! And it totally explains why Giuliani had lawyers quit the investigation due to death threats. You really are gullible, aren't you?",0.441666667,0.025,Positive
" Not surprising, the lamestream media won’t even mention this! All they care about is their agenda and not the truth!",0.5,-0.5,Negative
the lamestream media is refusing to report on how handsome i'm gonna look when I get a haircut tomorrow,1,0.5,Positive
Don’t Vote For It....Hold out and DEMAND more for the people. The CSPAN cameras are running...The lamestream media won’t cover it but the indies will and the PEOPLE will love you for standing up. ,0.55,0.5,Positive
"THIS IS FAKE NEWS, DO NOT LET THE LAMESTREAM MEDIA TAINT YOUR MINDS ",1,-0.5,Negative
Lamestream media... ,0,0,Neutral
"  I give credit where credit is due
Sarah Palin coined the phrase “ lamestream media “.
It’s about the only thing she got right, but still....",0.636904762,0.053571429,Positive
" Whenever  adds 'alleged' I feel is a cop-out 🙄
I doesn't matter.
She, and other lamestream media personalities (can we drop pretenses pls) are already setting presumption of violence
Also woketards will only hear ABUSE and charge the  or  GUILTY",0.61875,-0.18125,Negative
"  The comments on this thread, are proof that our education system doesnt work, and the lamestream media has dumb downed half of America.",0.333333333,-0.270833333,Negative
"
The LAMESTREAM MOCKINGBIRD MEDIA, GOT HIS HAT HANDED TO",0,0,Neutral
" President Trump is also up against : 
Google
The press
The Lamestream Media 
The ""Madstream"" Media
Hollywood
Netflix
Big Box Stores ( open, while small business owners are losing their livelihood)",0.333333333,-0.083333333,Negative
"  Wow, just like the 4 years of CNN, MSNBC and all the other lamestream media! Hypocrite! 🤣",0.6875,-0.04765625,Negative
" The worst thing about this election hoax is not the massive vote of the dead,disappearance of pen drives, the censorship and threats to witnesses, the rigged softwares, the ocean of illegal votes.The most repulsive is the treachures lamestream media against its own people.Filthy!",0.8,-0.05,Negative
   If you got your news from somewhere besides lamestream media you’d know Trump has done more for the farmers than ANY President and they all voted for him!,0.5,0.625,Positive
     unfortunately it looks like this is just another victim of the LAMEstream media. SAD,0.683333333,-0.358333333,Negative
 true! lamestream media,0.65,0.4375,Positive
   But it's been debunked🙄😆😆 fuckin sheep believe anything the lamestream media feeds them,0,0,Neutral
  Blago got 14 years for a made up charges that he was selling Obama seat when he vacated it became president. Yet Joe Biden with Burisma and China scandals thinks he's prez.Lamestream media worried more about Blago hair  than the facts of the case. Victim ! ,0.275,0.203125,Positive
" The unfortunate thing is that unless it happens to ""you or someone you love/know/work with/etc."" it's just a ""lamestream media conspiracy"" to more than 30% of the population.",0.75,0,Neutral
"    It was caused by something else. Covid doesn't even exist. Look into the facts. Also, look into the Global Reset and Agenda 21. That's what is happening. Virus schmirus. The lamestream media won't tell you the truth. Infowars has tons of stuff on this.",0,0,Neutral
"[DS] Panics, Sends Message, Everything Is About To Change - Ep. 2345b  via  

Great News Source, what the lamestream media is not telling you.",0.75,0.8,Positive
    No...I do my own DD... and don't Listen to what the Lamestream media tells me what to believe.  And if I'm wrong...so be it.,1,0.6,Positive
" STOP SPREADING MORE FAKE NEWS .... NONE of the 6-7 battleground states were won by Biden .... You &amp; the rest of the FAKE NEWS LAMESTREAM Media, will go down the toilet of history as criminals&amp; traitors, because of CONSISTENTLY lying &amp; deceiving the public ... SHAME ON YOU",0.443650794,-0.062698413,Negative
"  Typical lamestream media! Hey, why don’t you come and join Parler?  is my Parler account.",0.5,-0.208333333,Negative
"  Common sense tells most people that there is most definitely reason to investigate further yet, the lamestream media continues with the ""there is no evidence"" narrative.",0.5,0.14,Positive
 This is the interpretation. Someone must go to jail for all these crimes against America. Unbelievable! This is the Third World. No wonder lamestream media ain't covering it to their shame.,0.333333333,-0.1375,Negative
   A Trump supporter still going with the “Lamestream Media” line = 🐎 🎩,0,0,Neutral
You must be talking about the LAMESTREAM MEDIA 😂😂 ,0,0,Neutral
"    Tanong,  what can u say about our presstitutes who was obviously critical to Sinas, Mocha, Pacquiao and Koko and was MUTE about Leni when they all violated the same health protocols?

Tanga nalang po ang magpapaniwala sa mga Lamestream Media ukol sa mga issue ng politika.",0.4625,0,Neutral
  VACCINE CAUSES HUMAN TAIL GROWTH THE LAMESTREAM MEDIA WONT TELL YOU!     ,0.1,0,Neutral
Lamestream media wont touch this...  Well. You'll all look mighty stupid when its all over and our President stays our President. ,0.95,-0.2,Negative
" Brain Pallister is a joke. Anyone who can think for themselves instead of having the ""experts"" and lamestream media think for them knows this is the biggest statistical hoax of the century, even dwarfing the great global warming scam.",0.375,0.4,Positive
"  Silly sheep trusting in the lamestream media and irrefutable facts. Only  the sentient, expired Halloween pumpkin man can be trusted to tell us the *real* truth.  He has all the best words after all.",0.61875,0.175,Positive
"BUSTED!  You can NOT trust the lying lamestream fake news media, people!  Here's proof: 

Just last month they told us that Alex Trebek died, didn't they?  Oh really?  Then tell me exactly why he's on my tevelision RIGHT NOW!

I'll wait...... Still waiting...... ",0.41047619,0.036428571,Positive
" The lamestream mainstream media commits Treason on an hourly basis and should be held accountable.
WeLoveTrump ❤🇺🇲Trump2020LandslideVictory🇺🇲
BestPresidentEver45🇺🇲AmericaFirst🇺🇲",0,0,Neutral
"Quick question, who are the REAL neo nazis? A few rednecks who march once every few years that no one notices? Or big tech platforms, aided and abetted by lamestream media, conducting a digital book burning on a global scale? thegreatresistance boycottmainstreammedia",0.157142857,0.019047619,Positive
   That’s because you’ve been indoctrinated by the lamestream left media owned by manipulating corporations.,0,0,Neutral
Why do we keep pretending gay people exist when we all know that they're a myth made up by the lamestream media to bring rainbow back in fashion,0.291666667,0.208333333,Positive
" Yes, he said it OUT LOUD ON LAMESTREAM MEDIA WHILE KAM SMILED AND SHOOK HER HEAD!!!",0.5,0.55,Positive
"  Genius? Wow. Thanks! You mean the ""lamestream media?"" I don't see the majority of people wearing masks. Maybe that does make me a genius. Thanks, again!",0.521875,0.071875,Positive
       The great thing about it though is you still have time just follow guys like  and start to educate yourself and stop getting your education from lamestream Media. Best of luck dude you're no longer worth my time every facet of your argument has been disproven,0.383333333,0.7,Positive
  Sounds like lamestream media is trying to pull the wool over America's eyes. Biden couldn't win without cheating.,0.4,0.8,Positive
"  This is a total lie, where is the twitterverse to debunk your lies? Stop watching the lamestream media! What a maroon!",0.75,0,Neutral
"  Lmfao, Fox is as corrupt as the other lamestream media!",0.6875,-0.328125,Negative
"  So, you believe all the propaganda pap being pumped out to you by the Lamestream Media with their constant 24/7 fear porn?",0.216666667,-0.05,Negative
    Lamestream media told you that.,0,0,Neutral
"Hindi masyadong napagkikita si Madumb ngayong linggo sa lamestream media ah...

....anyare? Nag-aaway-away na ba sa partido nila? ",0,0,Neutral
 We don't need a dictator to tell us what to do? When is CBS and all lamestream media going to ask him a real question???,0.3,0.2,Positive
 Lamestream media won’t cover this. Too hot.,0.85,0.25,Positive
" Kyrie: yes I will take a maximum contract thank you

Also Kyrie: F U lamestream media I will not be playing your petty games",0,0,Neutral
"   Even your own lamestream media has reported without fail all the mean things DJT did to China over the last four years? Fun fact, that was for a reason not because he is an idiot. Read the CNN headlines again? It is not a new topic by any means.",0.501244589,-0.111525974,Negative
 What did CNN and other lamestream media say about this?,0.375,-0.125,Negative
"   The Nazis in pre-WWII had a word for Fake News/Lamestream Media.  They called it ""Lügenpresse"".  Just like DT, the Nazis wanted to discredit their political opponents and the free press.  Funny how history repeats itself...
TrumpIsALaughingStock",0.725,0.0375,Positive
"   The Nazis in pre-WWII had a word for Lamestream Media.  They called it ""Lügenpresse"".  Just like DT, the Nazis wanted to discredit their political opponents and the free press.  Funny how history repeats itself...
TrumpIsANationalDisgrace",0.633333333,0.216666667,Positive
 The same thing happened when Ron Paul ran for office. Lamestream media would not cover Ron Paul.,0.125,0,Neutral
" Journalism is dead, long live freelancers, lamestream media is angry because someone beat them with their own dirty tricks",0.683333333,-0.102272727,Negative
  What??? What media? You mean the lamestream groups that are ALL in this thing? SMH,0.6875,-0.3125,Negative
even with lamestream media support this guy appears to be struggling. ,0,0,Neutral
   No you obviously havent kept up or u watch lamestream media ,0.5,0,Neutral
"  Yea, her idiotic statements support  is a puppet of the mainstream media and part of the corruption...regurgitating lamestream media statements, emotionally biased...smells like fraud to me!! She was a disgrace to watch. 👎🏻👎🏻👎🏻",0.741666667,-0.333333333,Negative
   Define socialism without looking it up. I bet you can't and you have just heard it in your lamestream conservative media.,0,0,Neutral
 Don’t you know that the main job of the lamestream media is to put out fires for the Democrat Party?!! 🧐😳🧑🏻‍🚒,0.333333333,0.260416667,Positive
CNN lamestream media crickets... ,0,0,Neutral
" And he is making light of decease during a pandemic! If Trump had said something similar, the lamestream media would be outraged!",0.7,-0.166666667,Negative
" Noooo. 
These are the same people who say LameStream Media and Leicester Shitty etc.",0.125,0,Neutral
 Hey man they're just reporting what the lamestream media doesn't want you to know ,0,0,Neutral
"Donald Trump: Since when does the Lamestream Media call who our next president will be. Trump tweeted. then someone needs to tell Fox  media to stop putting false claims. it's not their job there's a proper way, and that's Through the Courts.",0.233333333,-0.133333333,Negative
"Trump has attacked one of the pillars of Democracy, the FREE PRESS, from his first day in office. Calling them ""Fake News"", ""Fake news equals the enemy of the people"" and ""Lamestream Media"". Guess what, the ""ENEMA"" of the people gets flushed January 20,2021.",0.783333333,-0.0875,Negative
 WE'LL NEVER KNOW BECAUSE THE LAMESTREAM MEDIA WONT EVEN COUNT THE VOTES,0,0,Neutral
" So true Mr. President. This is pivotal America history in the making.  Our nation will either rise to this occasion for what is true, or descend into the ashes of the chaos brought by deception - that is the LAMESTREAM MEDIA!",0.7,0.429166667,Positive
 Can we get some more adjectives in your all-caps references to the media? Maybe: Fake News Suppressed Lamestream Media?,0.75,0,Neutral
" This poll is rigged by the Democrat party, USPS, AG Barr, and the lamestream media!!!    I WON!",0,0,Neutral
"Trump’s entire vocabulary:
RIGGED
FAKE NEWS
SUPPRESSED MEDIA
LAMESTREAM MEDIA ",0.8125,-0.25,Negative
 Suck the Lamestream media 🤬,0,0,Neutral
"  I mean we could talk about the isolated samples, the excess deaths, countless first-hand testimonies and hospital reports and so on...
The virus's existence is very much an objective fact at this point; shouting ""fake"" and ""lamestream media"" and ""Sheeple"" will not change that.",0.571875,-0.203125,Negative
"    Things are breaking. Don't expect to find it on Lamestream media.
Interesting timing of your tweet considering the bomb that was just dropped 😳 💣",0.5,0.5,Positive
"  I don't believe that the Lamestream Media elects our president, Mr. Stein, we the LEGAL AMERICAN CITIZENS do. Being a White House reporter, Mr. Stein, I would think you would know that... my bad.",0.216666667,-0.125,Negative
Lamestream media reader and believer   ... grow some brains and read something that isn't spoon fed to you. I'm sure that's all you know. ,0.888888889,0.5,Positive
  Yeah!  Why did the lamestream media stop reporting on Hunter Biden's laptops on November 4th??  What changed?,0,0,Neutral
     That sounds exactly like what the lamestream media does and tells you to believe.,0.25,0.25,Positive
 Creepy sleepy Joe have not been declared President elect only by the lamestream media!,0.966666667,0.1,Positive
      Lamestream media have proven that they are the most powerful entity in the world - tomorrow if they said positive things about Trump - you’d believe it 😂😂😂,0.681818182,0.342424242,Positive
      Lol!  This from a sheep that believes everything the lamestream media spoon feeds you! They tell you what to think and when to think it - and you take it!,0.7,1,Positive
    WhY IsNt LaMeStReAm mEdIa REPORTING tHiS????,0,0,Neutral
   It’s 7 lawsuits buddy and they’re not done yet 😂you really just see a headline and believe it smh I don’t blame you part of the brainwashing we’ve been subjected too by the controlled lamestream media,0.2,0.2,Positive
" I'm glad he stood up against the Lamestream Media narrative, Kudos!",1,0.625,Positive
"  Ok you have no idea how this works. Great. Lay off the lamestream media, bud. Again... good luck. I have no time or patience for willfully ignorant trolls.
✌❤🇺🇸",0.616666667,0.666666667,Positive
"   What I could have said is that if more people hadn't believed everything their cult leader tells them to believe, we wouldn't be in the position we are now. But you do you. 
""lamestream media"" - you parrot what they tell you. It's pathetic. Have a nice day.",0.833333333,0.033333333,Positive
"    Lol, Apparently you don't realize it's your Governor that's been responsible for the Mandates in each State. Keep believing the lamestream media lies though 🐑",0.533333333,0.35,Positive
  Dinosaurs: “Meteors are fake news from the lamestream media!”,1,-0.625,Negative
"  As usual, the Lamestream Media is on the attack against any Republican that doesn't bow to their rhetoric of fear-mongering and their propaganda of if you catch the COVID you will die. Less than 1% of people that catch the virus dies. Wake up, people, and stop believing their lie",0.138888889,-0.172222222,Negative
" Biden changes the story of his broken foot; now says he fell after the shower, pulling his dog's tail … 
A PITIFUL LIAR is Prison Resident Elect   as for the LAMESTREAM MEDIA, FETCH!",0.65,0.3,Positive
"  Look at the discredited media trying to cover for their establishment candidates.

Write in TRUMP on both Senate races so the lamestream media doesn't try to split the vote!",0,0,Neutral
"     ""Orange man bad, must win at all costs."" - Lamestream Media",0.533333333,0.05,Positive
"    That's funny, I see you Democrats/Liberals making baseless claims daily without any ""Evidence""....
""Orange man bad, must win at all costs."" - Lamestream Media",0.516666667,0.0875,Positive
"Watch out folks, the lamestream liberal media are moving the goal posts back again. Now they say It took too long to find evidence, and just like the 5,000 sworn witnesses testimony, video evidence isn’t good enough either. 🖕🏼What a lame argument. 😂🤣🤣 ",0.45,0.03,Positive
"  Democrats/Liberals will ignore this because it's actually a FACT, and the lamestream media tells them to ignore all FACTS.",0.1,0,Neutral
"  Lamestream media, big tech company, and Jon Cooper is obvious that you all are very sick and mad.",0.65,-0.388392857,Negative
    Man Democrats/Liberals are only going to do what the lamestream media tells them to do. Which right now is to ignore the actual Facts!!!,0.545238095,0.095238095,Positive
"Biden changes the story of his broken foot; now says he fell after the shower, pulling his dog's tail  
A PITIFUL LIAR is Prison Resident Elect   as for the LAMESTREAM MEDIA, FETCH!",0.65,0.3,Positive
Checking out the lamestream media hacks. ,0,0,Neutral
When in doubt blame the lAmEsTrEaM media,0,0,Neutral
Since hindi ibinalita ito ng lamestream media tayo na lang ang maghatid sa taumbayan.... ,0,0,Neutral
 It's time for the lamestream media to admit that   was right n Fauci was wrong. Fauci thought a vaccine would be available in 2021         coronavirus,0.611904762,0.061904762,Positive
"The Cabal (Government, Big Pharma, Big Tech, and the Mainstream [Lamestream] Media) is going hard pushing this ""new""mRNA vaccine, a first of its kind. That time is here, Americans! Be prepared for what ""you"" are going to do as well as the consequences.",0.404924242,0.140782828,Positive
We the people should never trust lamestream media period!!!,0,0,Neutral
Where is the Lamestream Media Coverage??? ,0,0,Neutral
The Lamestream media will not report it so thanks for sharing. ,0.2,0.2,Positive
Can the Lamestream Media convince you that this is “ok”. ,0.5,0.5,Positive
"  It's a can't-lose  - there's the supporters who buy the freedom-fighter schtick &amp; there's the ones who know he's fake but applaud how he plays ""teh lamestream media"" for being gullible. A pretty sweet grift if you're morally bankrupt enough to run it.",0.68,0.02,Positive
"VIDEO EVIDENCE: Secret Cases FULL of Ballots In Georgia!? | Louder With ...  via  
Baseless claims? Fuck lamestream media.",0.616666667,-0.120833333,Negative
"    Proven! I can't help it if you only look at Twitter, facebook and lamestream media for your news. Do your own research! I am not Homeschooling you.",1,0.375,Positive
 Good for her she speaking truth the haters are just ignorant and dont do their research and rely on lamestream media to tell them everything,0.6,0.7,Positive
 Its like comic cuts.Real news has to be found on independent  websites now.Take no excuse for news from lamestream media.,0.225,0.091666667,Positive
" How does twitter expect trump to do all of his business dealings? Fire people? Threaten people? This is outrageous! Fake news! Lamestream media! He won the election, I tell you! He won!!!",1,-1,Negative
   Conspiracy theory made up by DJT: 100% FACT! Logical explanation showing documented process and procedures: LIES! FAKE NEWS! LAMESTREAM MEDIA! MAGAGAGAGAGGA!,0.625,-0.33203125,Negative
" Bro why do u believe the Lamestream media, 

the twin towers were actually just nursing homes, So its fine if 0s coordinated that then?",0.3,0.208333333,Positive
"Biden to call for 100 days of mask-wearing  via     Why do you LAMESTREAM MEDIA MORONS keep calling Pedo-Joe BiDUMB ""president-elect""?  ........ this piece of elephant excrement is NOTHING MORE THAN A LYING, DIVISIVE, TRAITOROUS ""CRIMINAL""  ✝️🇺🇸✝️🇺🇸✝️",0.683333333,-0.233333333,Negative
   Lin Wood has said that he's an independent and has contributed to both parties. Also that he voted for President Trump both times. Are saying that you are taking the word of the Lamestream Media whose main purpose is dissemination of false information?,0.352777778,-0.077777778,Negative
"  Currently on Nextdoor in central Indiana: ""you kint believe the nummers out of the lamestream media!"" 

So, nah, this won't penetrate their bubble either.",0.325,0,Neutral
"   Yeah, lamestream media trying to spin out another coverup as they continue to press the narrative that fraud only happened just a little, but not enough to influence the election. How do they know it was just a “little”? Thousands of affidavits across states collaborating it.",0.625,-0.09375,Negative
Lamestream media has been exposed. Expect nothing good from them. ,0.6,0.7,Positive
The attempted COVER-UP of VOTE FRAUD by leftist democrats &amp; the lamestream media propagandists is MASSIVE!!!!! ,0.8,-0.025,Negative
  The attempted COVER-UP of VOTE FRAUD by leftist democrats &amp; the lamestream media propagandists is MASSIVE!!!!!,0.8,-0.025,Negative
The attempted COVER-UP of VOTE FRAUD by leftist democrats &amp; the lamestream media propagandists is MASSIVE!!! ,0.8,-0.025,Negative
