tweet,subjectivity,polarity,score
"  Let's do it. Chances of finding Biden voter fraud are extremely high there too. Maybe not as severe as the states in question, but I guarantee it's there to be found.",0.54,0.16,Positive
" Dann muesste es den voter fraud vor 4 Jahren ja genau so gegeben haben, wenn das System angeblich so fehlerhaft ist. Hat sich Trump da beschwert?",0,0,Neutral
"      Ugh....you are still pointing out situational votes. This is NOT widespread unless you count a vote here or there. You can’t pick one vote and go....see, see, I told you. You have to show that hundred or thousand in one spot to make it massive voter fraud. SMH.",1,0,Neutral
 Covid was created so that voters would stay at home and vote by mail in . Left army was to scared u make sure u stayed at home . Why u think rioting happens mostly in cities where voter fraud happened.,0.462962963,0.333333333,Positive
" Good thing that isn't happening because ""Extensive and Inclusive voter fraud organization"" Joe isn't being inaugurated. HE WILL NEVER set foot in OUR white House. HE IS CAUGHT!",0.311111111,0.233333333,Positive
Steve Doocy Confronts Newt Gingrich’s Baseless Voter Fraud Claim in Georgia: ‘How is Stacey Abrams Going to Steal Votes?’ SmartNews FFS newly you are corrupt and a liar.  ,0.727272727,-0.181818182,Negative
 I was at the Springfield Mo rally in 2018. PDJT gave you a strong endorsement and helped get you elected. He needs your help and support now. Time to step up and show which side your on. Stop the Steal / Fraud. Yes to Voter ID.,0.733333333,0.433333333,Positive
"     Only Biden didn’t because his voter fraud organization cheated not only with the mail in ballots but the voting machines too.  Even a state like Idaho they took votes away from Trump and gave to Biden.  Not enough to win of course, because that would truly show the rigging.",0.725,0.2,Positive
"   That’s not how burdens of proof work. If you’re claiming systemic voter fraud, the onus is on you to produce compelling evidence. So far, those attempts have been laughed out of court 40+ times",0.6,0.366666667,Positive
  Like voter fraud?,0,0,Neutral
 Hillary Clinton should have been arrested for things far worse than voter fraud but.... Let's not act brand new. Lol,0.688636364,0.159090909,Positive
 Biden’s treasonous voter actions has created Devastating Amounts of Fraud Exposed in Six States The media has also joined the Democratic Party in taking away our rights to an honest election process ,0.95,-0.2,Negative
 are we going to set back and let Biden manufacture an election?  Without addressing the issues raised about voter fraud the country is list and the RNC is gone.  We will not be able to recover.,0.3125,0.25,Positive
"Send some MAGA love to this piece of shit demonrat @ usgloria
She's got nerve referring to Republicans as ""vOtEr FrAuD"" Republicans, insinuating we cheat &amp; EVERYONE KNOWS dems are liars, cheaters, hacks, satanists, thieves, violent, criminals, pedophiles &amp; they smell bad.
MAGA ",0.766666667,-0.3,Negative
 Voter fraud says more about the USA electoral systems and democracy then anything else. Change the system.,0.5,0.5,Positive
"??????? Dear DOJ I consider DOJ, FBI,  all jokes and ati americans for ththe denial of voter fraud ",0,0,Neutral
 Why are you still talking about this nonsense of voter fraud. Over 280k people have died from covid..you know that virus you said the president would not allow to come into our country!,0,0,Neutral
       Voter fraud isn’t a problem here. There are plenty of things out government has to learn. But solving a problem that doesn’t exist is not a priority.,0,0,Neutral
"   If,...and I mean if,Trump had won hands down,would there have been any talk of voter fraud?",0.6875,-0.3125,Negative
"   So you are for disenfranchising the military and elderly Americans. Citizens in OR, WA, CO and UT exclusively vote by mail. There hasn’t be widespread mail in voter fraud there or anywhere else. You’ve been sold on a lie so Trump can pay off his debts with his MAGA followers $.",0.1,-0.1,Negative
" You're wrong, and it's not helpful to spread this kind of misinformation.

Republican election officials have reviewed the tapes and said nothing inappropriate happened.

No voter fraud.

Sorry your preferred candidate lost, but that happens sometimes.

",0.933333333,-0.133333333,Negative
" Quit worrying about voter fraud, do your job as the president and help the american people during this pandemic. One 1,200 stimulus check is not enough! People are loosing their jobs, their homes and are going hungry.",0.25,0,Neutral
"""I Saw Voter Fraud!"" - Michigan Election Observer Was Witness to Fraud but Was Kicked Out of TCF When He Started Recording the Fraud (Video)  via ",0,0,Neutral
  There is a video sleepy joe did how he is bragging about having the most extensive inclusive voter fraud organization in history and how it goes back to Obama when you voted by mail ballots,0.277777778,0.166666667,Positive
    Do you really believe the shit you just posted?  The depth of stupidity Trump supporters display is mind boggling...  He’s lost 46 of 47 voter fraud appeals.  That means he won 1 out of 47.  That’s a 2.1% win ratio...  LMAO,0.68,0.16,Positive
"Disputing the TRUTH that VoterFraudIsReal is a badge on HORROR for the 
CorruptSocialistMarxistDemocrats 🚫🕳⚰
📣 VOTER FRAUD IS REAL WAKE UP!  END THE 🐂💩 ",0.3,0.25,Positive
"I may get flack from the Patriot community for this, but I'm about to block/mute . Talk about dealing in Hopium. 

Jim, buddy, pushing the most crazy/radical theories drowns out the *obvious* voter fraud that was rampant on the ground.",0.5,0.25,Positive
" Batten J said ""plaintiffs dont have standing b/c anyone could've brought this suit... their interests are one and the same as any Georgian voter"". So in effect, voters can't sue, electors cant sue (two are plaintiffs here), and you should've claimed fraud before it happened.",0.125,0,Neutral
" Where is the coverage on the 35,000 votes   For Dems in election. Where is the coverage about voter fraud?",0,0,Neutral
"This is Trump's fault..Michigan secretary of state says armed protesters gathered outside her home, claiming voter fraud

",0.05,0,Neutral
" ""We have put the most extensive voter fraud system"" -Joe Biden",0.416666667,0.25,Positive
"      The only proven voter fraud to date has been from a Trump supporter, but I don’t see you wailing about that",1,0,Neutral
Many Dem voters don't care about fraud as long as Trump loses.  They cannot see the slippery slope their indifference to felony voter crime will produce for our nation in the future-or what will be left of it. ,0.25,0.0375,Positive
I thought voter fraud doesn’t exist? ,0,0,Neutral
  The one who is in denial is you to believe that there was some people doing some illegal things in this election just like how they bus people state to state. Voter fraud is real my man!,0.4,-0.125,Negative
"Of course she did. So very MAGA 2020!

Rudy Giuliani's 'Voter Fraud' Witness Accused Of Framing Woman For Stealing Sex Videos  via ",0.3,0.25,Positive
"As of this writing, Trump and his lawyers (notably Rudy Giuliani) have won only 1 in nearly 50 court cases attempting to prove systemic fraud or any sort of voter malfeasance that, if reversed, would result in Trump winning the 2020 election.
",0.6625,0.275,Positive
"FBI does not investigate h1b Hindu fraud or election fraud 

Rudy Giuliani’s Star Voter Fraud Witness at Michigan Hearing | NowThis  via ",0,0,Neutral
"Again, the GOP &amp; Trump are crying voter fraud because all they do is project. ",0.6,-0.2,Negative
  Oh I contend that the US Supreme Court is going to touch it. It is just a matter of how much they will deal with of the voter fraud.,0.2,0.2,Positive
"Ruby Freeman caught commiting voter fraud on video has already been charged with voter Fraud, YET she was hired to count votes. Like asking a bank robber to work at a bank as a bank teller..Unbelievably stupid.StopTheCoup",0,0,Neutral
" That’s because of the propaganda campaign and the crooked judges and 5 corrupt state executives which ignore compelling voter fraud and of course the R swamp creatures. On evidence I’ve seen, if they give it to Biden, Trump should have his own 1/20 big event.",0.483333333,0.05,Positive
"   Yet still no proof that there was voter fraud in this election, Bridget. ",0,0,Neutral
 I hope you are voicing your concern re: voter fraud.,0,0,Neutral
  Voter fraud is a serious thing here...,0.666666667,-0.333333333,Negative
"       Voter fraud is not a problem in America. It’s rare and people get caught. Voter suppression, on the other hand, is a problem in America.",0.6375,0.0875,Positive
     Voter fraud has allways existed.  Just not on the scale of what trump is claiming.,0,0,Neutral
    The next step for activists fighting back against voter fraud is the ReleaseTheVideos movement. We are demanding the public release of all surveillance footage inside of voter processing centers throughout the country while the election was stolen by Democrat operatives.,0.022222222,0,Neutral
"  Okay,
Chris Krebs assured America this was the most secure Election in America's history.

Bill Barr announced that the DOJ investigation found no evidence of fraud.

Rudy Giuliani said that the litigation was NOT about voter fraud.

The November 3rd election was free and fair.",0.55,0.416666667,Positive
  It appears that President Trump has lost but only due to voter fraud and other things associated with it a complete farce the selection was a complete joke,0.508333333,-0.075,Negative
   Your guy lost. Joe Biden is President-Elect. There’s absolutely no evidence of voter fraud. FeelingsArentFacts ByeDon . ,0.9,-0.1,Negative
francis voted in the poll despite me asking him not to. I am taking these reports of voter fraud very seriously.,0.866666667,-0.433333333,Negative
 ,0,0,Neutral
"YouTube Link of Today’s Voter Fraud Court Hearing in Georgia Is SET TO PRIVATE After Sidney Powell Promoted It—What the Hell is Going On?
https www DOT thegatewaypundit DOT com/2020/12/youtube-link-todays-voter-fraud-court-hearing-georgia-set-private-sidney-powell-promoted-going/ ",0.375,0,Neutral
Hahahaha why because they have an extensive voter fraud network??? Nice call buddy ,0.611111111,0.266666667,Positive
  No not mad I'm laughing because he thinks he lost because of voter fraud he lost because nobody likes him,1,0.3125,Positive
"""More than 200 Republicans have declined to take a stand on Joe Biden’s election as the 46th president as President Trump perpetuates falsehoods about widespread voter fraud and a rigged election."" ",0.5,0.5,Positive
"""I Saw Voter Fraud!"" - Michigan Election Observer Was Witness to Fraud but Was Kicked Out of TCF When He Started Recording the Fraud (Video) ",0,0,Neutral
  Thank you for your service but you are serving a Banana Republic.  Voter fraud takes away our Republic.  And take away elected officials pay check until we get ours back ,0,0,Neutral
   Many studies have already shown there isn’t any significant level of voter fraud happening.  Please show evidence from a reputable source.  Mere allegations by kooky Trump fans are not credible.,0.675,0.135,Positive
&amp; the Breitbart article re: the anti voter fraud group that notified NV state authorities re: a suspicious link btwn their website &amp; Pakistani Co Kavtech Cld DNC operative/ISI spy ImranIwan have smthng to do w/ this?  stopthesteal georgewebb ,0,0,Neutral
 The more voter fraud evidence that comes out the more Covid hysteria there is.,0.5,0.5,Positive
" As obvious as the voter fraud has been , and anyone denying there was fraud is blind, the amount of fraud and proving it is extremely difficult. Can’t see them overturning anything but clearly 90% turn out in Wisconsin? Yeah BS. 144k votes come in at 4am and not 1 for Trump? BS",0.6375,-0.225,Negative
 Another chip in the armor of this mesh...sieve of Trump/Giuliani lawsuit of widespread voter fraud.  It is a clownshow from start to finish with Trump.,0,0,Neutral
 Why does Twitter continue to censor claims of voter fraud?? Mr. Dorsey plainly admitted to  they were not publishers.,0.357142857,-0.214285714,Negative
" Exactly!!! Only a trash president would completely disregard 2k affidavits, video evidence, and data showing massive voter fraud! I mean, who would do such a thing! Especially after having to defend himself over collusion for nearly 3 years with no fuckin evidence of that at all.",0.7125,-0.016071429,Negative
"Well, going to take this slow for the children... Attorney General Barr... a Trump ally ... found no evidence of any widespread voter fraud.  Now don't stomp your feet and call people names because you didn't get your ice cream before bed. ",0.45,-0.125,Negative
 I sent him email and Twitter asking him to call for session of Legislature Re: Voter Fraud.,0,0,Neutral
  He is trying to avoid working on your losing cases on voter fraud 🤔,0,0,Neutral
"    1. No one is pushing for mandatory vaccines. 2. Lockdowns “unlawful”... they are quite literally not lmao. Also, how do you suppose we free up space in our ICUs huh? 3. There is NO evidence of widespread voter fraud (hence why trump is 1-47 in court)... wake up dude",0.9,0.05,Positive
"  The democrats are the liars and the cheats. 83 million votes for someone who can't attract 20 people to a rally? Not even close to possible, w/o hyper voter fraud. Biden said it himself the most extensive and inclusive voter fraud organization in the history of American politics.",0.458333333,0.125,Positive
Rudy Giuliani’s Star Voter Fraud Witness at Michigan Hearing | NowThis  via ,0,0,Neutral
"But he doesn't. He's letting the media carry his water the same way he's done for his entire campaign. He sitting in his basement letting his ""most extensive voter fraud organization in history"" do it's work.",0.395833333,0.125,Positive
 That's what Democratic citizens did in this election. We outvoted the voter blocking and fraud efforts the GOP and conservatives have benefitted from for years. The Silent Majority chose to be heard.,0.1,0,Neutral
"I wish police officers would investigate voter fraud. it's technically theft.

Election2020 Fraud",0.1,0,Neutral
 But first let’s talk to the Dominion server whistleblowers who confirm voter fraud. What da ya say?,0.333333333,0.25,Positive
"   He's talking about a team to investigate and litigate voter fraud, Bad Faith right-wing dope.",0.666666667,-0.7,Negative
"   A dumb pos would be believing in their lies of voter fraud and helping to spread these lies. These nonsensical lawsuits have been thrown out left and right. What are we at now, 50? Read the transcripts and court dockets if you think they still hold a chance on any future ones 😆",0.290178571,-0.022321429,Negative
"  You do realize there is voter fraud almost every election, yes? The percentage is so minuscule and has no impact on election outcomes. 

You didn’t uncover some grand conspiracy. Sit down and put away the tin foil hat. You’ll be okay.",0.596296296,0.281481481,Positive
" Old news from over a month ago.  Someone downloaded ""publicly accessible voter information"" from the county's web site.  Most likely used for a Rep disinformation campaign rather than fraud.",0.51875,0.24375,Positive
"PLACE THOSE WORKERS UNDER ARREST, LOCAL POLICE, FBI OR WHOM EVER. BRING THESE MATTERS OUT IN SMALL COURTS TOO, SUSPECT OF VOTER FRAUD AND BALLOT TAMPERING, BOTH OF FELONY S ",0.133333333,-0.1,Negative
Sen. Braun speaks out on importance of probing voter fraud ,0,0,Neutral
 Where are the journalists investigating if there is  voter fraud? Where are the interviews done by the Media to the thousands of people saying they were witnesses of voter fraud? You can’t cover the sun with a finger!,0,0,Neutral
"""I Saw Voter Fraud!"" - 

Michigan Election Observer Was Witness to Fraud but Was Kicked Out of TCF When He Started Recording the Fraud 

(Video) 

 via ",0,0,Neutral
"  Georgia elected Joe Biden and Kamala Harris. Trump lied about voter fraud. There is none. Period. Move on. Georgians can be proud, they will now receive the care and representation unseen under Donald Trump🥳",1,0.8,Positive
"THIS. This is 100% what the picture looks like so far!

Biden/BidenHarris2020 supporters: If Trump supporters are crazy, if there truly is NO voter fraud, then why not promote election integrity? Why not encourage audits?

BidenWasNotElected 
Trump2020 ",0.95,-0.2375,Negative
voter fraud is as big as segregation --- time for SCOTUS to fix the wrongs,0.1,0,Neutral
 FreeRealityWinner she can tell us all about voter fraud in 2016 if she wasn’t incarcerated for espionage.,0,0,Neutral
"  I'm talking about voter fraud, which everyone who liked the tweet and commented is referencing as well. Perhaps it isn't at the forefront of your mind since mainstream media is suppressing hundreds of voter fraud stories. 🤷",0.8,0.6,Positive
Wake up America this voter fraud,0,0,Neutral
 Republicans why are we allowing the destruction of not only our Democracy but the Constitution of the United State as well ? I would like to know. trump cried “voter fraud” in 2016 and now in 2020.,1,0,Neutral
"    They do. Jim's afraid that without a conspiracy to chase (Bengazi, her emails, Hunter's laptop, voter fraud, campaign spying, etc.) he might have to do some work that actually has something to do with the state he represents.",0.5,-0.3,Negative
Fox News' Doocy challenges Gingrich on voter fraud charge against Stacey Abrams  ,0,0,Neutral
" so, i was right that republicans were looking for voter fraud before the election, yelling about it a every chance. and then, they “find it” after. they were always going to “find” voter fraud. and by find, i mean say it’s voter fraud when it’s not. just like 2016./1",0.611607143,-0.013392857,Negative
"We are at point voter fraud has been discovered, then election results should be nullified, regardless the number.",0,0,Neutral
  You've lost my vote and my support.  You KNOW there was voter fraud and you are doing nothing to correct it.  Shameful,0,0,Neutral
[Hark! Is that the sound of another door slamming in the face of Trump's 'voter fraud' scam?] Georgia recertifies Biden's victory after two recounts ,0.4,0.4,Positive
Twitter so who has disputed  the voter fraud allegations,0,0,Neutral
MSM and deep state hiding obvious and documented voter fraud.,0.45,0,Neutral
"Martial Law with our military overseeing a new Presidential Election is the only way out of this quagmire. Voting fraud is so prevalent that years will be required to search through the violations. It’s time for paper ballots, voter ID &amp; Dem/Rep monitors at each polling place!",0.388636364,0.009090909,Positive
"I have a simple solution to voter fraud: attach each individuals name that voted to the ballot. It’s not an ideal solution because it’s supposed to be something private but it’s public knowledge what you party is, your birthdate is easy to find on internet so WTH.",0.526428571,0.266666667,Positive
" You failed to participate in hearings that presented much evidence of voter fraud benefiting Joe Biden. You certified a knowingly fraudulent election. YOU REPRESENT THE PEOPLE OF ARIZONA - NOT CHINA OR THE DNC!

AMERICA WILL NOT ACCEPT ARIZONA'S FRAUDULENT ELECTION.",0.25,-0.125,Negative
While Trump incites civil war between Americans about voter fraud. Reality Winner who leaked actual evidence into Russia hacking the 2016 election is incarcerated. ,0.1,0,Neutral
 EVERY GOP REPRESENTATIVE SHOULD BE TALKING TO THEIR LEGISLATURE IN THEIR STATE ABOUT VOTER FRAUD!!!  FIGHT BACK!,0,0,Neutral
 Cultists Unpatriotic Sedition,0,0,Neutral
"  The Liberals: He should have refused it.  Trump stole the 2016 Election with Putin Voter Fraud. IMPEACH 

 Antifa: Throw water at Dan Gable  

[we are the compassionate ones]",0,0,Neutral
 But there's no evidence of voter fraud? According to MSM?,0,0,Neutral
 How many times you have do the same thing over and over  before you get your thick head back to reality? There is no evidence of voter fraud. The witnesses  have no credibility.  Biden legally won.  Tough shit if Trump doesn't like it.  He is a sore loser.,0.419047619,-0.026984127,Negative
 Sort out the voter fraud Brian Kemp!,0,0,Neutral
"  They know that fraud elections have been business as usual! Some just now in on this likely were promised benefits in future elections! Amercans lose their true voter rights with this election if DOJ, FBI and judges fail to uphold the Constitution.",0.465,-0.0925,Negative
" Election2020 ⬇️Truth💥
BidenWasNotElected 
BidenCheated
DemocratsCheated
Election voter fraud 

💥Truth💥Fact💥REALITY💥⬇️💥⬇️💥⬇️💥⬇️💥⬇️💥⬇️
POTUS Trump Won!
TrumpWon Election2020
FourMoreYears 
Trump2020
AmericaWon
MAGA2020
God Bless America 🇺🇸🕊🇺🇸",0,0,Neutral
"  Yep its those rabid violent socialists again and this time they are armed!!!!
""Armed protesters alleging voter fraud surrounded the home of Michigan’s secretary of state""",1,-1,Negative
"One month since  prematurely declared victory. 

Sorry, , the media doesn’t determine the presidency. The electoral college does. 

We need to make sure voter fraud doesn’t happen again in the GeorgiaRunoff! 

ElectionIntegrityMatters",0.944444444,0.0625,Positive
"   Mass voter fraud has never occurred. Ever. Zero proof. Want to know why Trump lost? Because he’s a moron, a racist and a con. Just ask Bolton, Kelly, Tillerson, McMaster, Mattis, etc.",1,-0.8,Negative
"  Biden won't be president.  When ALL voter fraud and computer manipulations are exposed, the Dems will lose.",0,0,Neutral
 Voter fraud happened and benefited Biden bro,0,0,Neutral
  ,0,0,Neutral
     Trump cried voter fraud in 2016. What did he do after he won? Did he stand by his accusations or did he asked other side to move on? Don't tell this is not about him.,0.375,-0.125,Negative
 Why not expose all the voter fraud and take your pay checks away? ,0,0,Neutral
"  Have you forgotten the hundreds upon hundreds of affidavits swearing to voter/election fraud? 
Yes, affidavits ARE EVIDENCE. 

Media should disinvite politicians &amp; pundits who say otherwise. 
This is the biggest heist/fraud of an election in this nations history.
Banana republic",0,0,Neutral
" Are you saying you really have counterfeit money, or that voter fraud is similarly an imaginary scenario in your head?",0.3,0.1,Positive
" Must have audit of mail-in ballots from out of state GOP voters pretending to move to Georgia just in time to vote for GOP senators for the election. Georgia Secretary of State now conducting a voter fraud investigation.
GOPElectionFraud  
",0,0,Neutral
Rudy Giuliani Claims Alleged Voter Fraud Was Organized in Washington ,0.1,-0.1,Negative
  What about the massive amount of voter fraud and media interference?,1,0,Neutral
Sen. Braun speaks out on importance of probing voter fraud | One America News Network ,0,0,Neutral
"I Like that analogy, Judges toss voter fraud like a hot potato.",0.85,0.25,Positive
"     The problem is that there is no proof of any substantial voter fraud. Just because you don’t believe it was fair doesn’t mean that it wasn’t. 

Trump said the only way he could lose is if Dems cheated. That’s not true at all.",0.809375,0.053125,Positive
"I am not saying the election was a complete fraud.  But
the fact that it was not handled properly is.  I got at least 10 absentee ballots and voting ballots.  What does that
tell you???  It was an invitation.  The only way to make
sure is VOTER ID.  What's the problem Dems?",0.557777778,0.06,Positive
" In this affidavit (which is a transcribed interview), the driver:
- Doesn't know where the ballots he delivered ultimately ended up
- Says he thinks they went to Philadelphia because his mom shared a conspiracy theory about voter fraud ",1,0,Neutral
 voter fraud,0,0,Neutral
Black Detroit Lawmaker Receives Racist Threats for Refusing to Entertain Widespread Voter Fraud Claims  via ,0.433333333,-0.166666667,Negative
" We already in agreed votes were counted that night, video footage showed it. Whats new? 

Does the water pipe ""lie"" come into it? SoS still says nobody was told to leave. Does this prove any voter fraud? Will any of this be accepted by a court? Will it reverse Georgia Result?",0.454545455,0.136363636,Positive
Rudy Giuliani's 'Voter Fraud' Witness Accused Of Framing Woman For Stealing Sex Videos ,0,0,Neutral
"     Where exactly is said evidence? 35 cases taken to court, guess how many had the allegations of ""voter fraud""? Not a Single One. Know why? Because any lawyer who would make such an accusation without evidence would be laughed out of the court, and stripped of their license",0.332857143,0.297142857,Positive
   Wrong all of trumps cases have been thrown  out There is no voter fraud on January 6 when electoral college meets and certifies the election it’s over,0.9,-0.5,Negative
"  Hello, will you be investigating the voter fraud in Fulton County and ballots being pulled out from underneath tables after poll watchers were told to go home but election workers stayed? Thank you!",0,0,Neutral
" So that was a cute little fairytale you told Benny. You proved absolutely nothing. Until one of you clowns come up with cold hard facts on massive voter fraud, we the people will continue to get a chuckle from your sophomoric skits.",0.763095238,-0.082738095,Negative
" Nothing to see here, right  ?
The Washington Post: Armed protesters alleging voter fraud surrounded the home of Michigan’s secretary of state.
",0.535714286,0.285714286,Positive
" These are the lively Trump followers folks! MAGATS!

From:And NOW THIS
Armed Trump Supporters Swarm Michigan Sec. Of State’s Home Over Voter Fraud Conspiracies",0.55,0.056534091,Positive
"Georgia Senate candidates debate voter fraud claims, COVID-19 pandemic  via ",0,0,Neutral
"""The FBI Is Nowhere to be Found!"" - Rudy Giuliani Reveals UNDENIABLE VOTER FRAUD in 2020 Election - Now Has 1,000 Signed Witness Affidavits! (VIDEO) ",0,0,Neutral
  There is no voter fraud yes on merits those Affidavits are a bunch of hearsay BS and if you believe that then there is a Bridge in Brooklyn that I would like to sell you.  Why not read some of those opinions?,0,0,Neutral
“It’s beginning to look a lot like voter fraud”impressions donaldtrump christmas parody  ,0,0,Neutral
"         You're off on cloud nine, that isn't feasible. Regardless there was no evidence of voter fraud only Cambridge Analytica style manipulation of half of America's social media to make them belief in a fantasy reality that has caught them in a web.",0.411111111,-0.044444444,Negative
 You're making yourself look ridiculous in front of the whole world with Trump. These lies of voter fraud only help Donni and his friends. Poor America,0.75,-0.133333333,Negative
'This is an all-out assault on American democracy': Eddie Glaude on President Trump's voter fraud claims  via ,0,0,Neutral
 Our Senators are standing!,0,0,Neutral
 Just because you keep repeating the same thing over and over doesn’t make it true. There’s no evidence of voter fraud in Ga. None. Zilch.,0.3875,0.175,Positive
 all the while...those who committed voter fraud are walking around free...free from being investigated by any law enforcement agency...,0,0,Neutral
Once again Zuckerberg’s promises to halt election propaganda amount to less than nothing ,0.083333333,-0.133333333,Negative
"   So the problem is you don’t know how elections work. There are many safeguards in place. Voter fraud is extremely rare. Maybe learn about the process before making embarrassing, ridiculous demands.",0.8,0.155555556,Positive
" Let me introduce you to MI Sec-of-State, .  ",0,0,Neutral
Here the REAL voter fraud! ,0.3,0.25,Positive
" It is impossible to certify election results WHEN state officials cannot certify the veracity of thousands of voter ballots.

The DEMS illegally lchanged voter ballot laws which DQ's 
all of those late ballots.

It is the con of cons and the scam of scams.
VOTER FRAUD IS A CRIME.",0.7,-0.488888889,Negative
"In the same hearings where Giuliani farted, a woman’s actually testimony that voter fraud was real was “All Chinese look alike so you can’t disprove the assertion that they’re impersonating one another”.

That the fart got their attention is a damnation of said people. ",0.13125,0.05,Positive
"   Now they are going to whine due to rampant reports of voter fraud? While I highly doubt it was enough to tip election to Trump, I would also not rule it out. Im not trying to take any side here but the truth",0.471666667,0.011666667,Positive
"    Sure. So is the Supreme Court hearing a ~ voter fraud ~ case today, like you promised?  Are you laughing about how your first verifiable claim has just been debunked?",0.611111111,0.375,Positive
 Won't matter...it will keep going up the Court food chain until it hits the highest Court.  You can't ignore voter fraud and computer manipulation to win an election.,0.4,0.8,Positive
"Right now, his followers are clinging to outrageous fantasies where Trump lost on purpose to expose voter fraud and somehow Sidney Powell is going to end up reversing everything and having the Democrats executed by firing squad. When none of that happens, he’s just another loser.",0.767857143,-0.357142857,Negative
"""They Didn't Disqualify a Single Ballot"" - MICHIGAN WITNESS Claims He Also saw Systemic Voter Fraud in Detroit (Video)  via ",0.214285714,-0.071428571,Negative
'Blowing hot air!' VERY suspicious sound is heard twice during Rudy Giuliani's voter fraud hearing in Michigan earlier this week as colleague Jenna Ellis struggles to hold back laughter  via ,0.41,0.1825,Positive
" What’s the betting odds that a bunch of stupid Republicans will actually commit voter fraud in the runoff cause they think “well if the Dems can get away with it, so can we.” (Not including the yokel in Florida who already tried to resgister in GA)",0.55,-0.4,Negative
"    yeah, not evidence of fraud, anymore than a Covid team is evidence someone is spreading Covid. 😂 Sidney Powell is part of Trump’s voter fraud team, and if she had evidence of fraud it would be in the suits. They’re just trying to throw out legal votes.",0.2,0.2,Positive
"People act like Democrats are the only party interested in committing voter fraud lol

Besides, how do we know all of this isn't a false flag?",0.7,0.1625,Positive
     Source?  Right Wing Propaganda isn’t fact. Just like claims of voter fraud are not facts,0.317857143,0.092857143,Positive
     If Obama appointees throwing out the cases bc “they filed too late” is “debunking it” or the MSM telling u “there’s no voter fraud” then u need to watch the damn video and REEVALUATE FOR URSELF,0.6,-0.3,Negative
  All tied. OFA likely involved with voter fraud,1,0,Neutral
" I don't even have to read the story to know that the judge is a leftist hack. Only a democrat shill would call correcting voter fraud, voter disenfranchisement.",0.8,-0.025,Negative
"    Televised, and here are 2 articles:
 

",0,0,Neutral
"YouTube Link of Today's Voter Fraud Court Hearing in Georgia Is SET TO PRIVATE After Sidney Powell Promoted It -- What the Hell is Going On? via  

YOU PEASANTS ARE NOT PERMITTED TO KNOW ABOUT ELECTION FRAUD!!!! SHHHHH!!!

",0.375,0,Neutral
"LIES so much you can't believe a word he says!

tRump: I only hire the best:

Rudy Giuliani's 'Voter Fraud' Witness Accused Of Framing Woman For Stealing Sex Videos  via ",0.5,0.416666667,Positive
"    You mean the Powell filings that allege voter fraud in Venezuela? Yeah, I’ve read them. 😂🤣😂🤣🤪",0.6875,-0.3125,Negative
" 1-46 in court cases, CISA says it was the most secure election ever, R election officials say no evidence of voter fraud, but, sure, Trump won.",0.662962963,0.466666667,Positive
I Saw Voter Fraud! Michigan Election Observer Was Witness to Fraud but Was Kicked Out of TCF When He Started Recording the Fraud (Video) ,0,0,Neutral
  That's the long game in my opinion. Use the fake voter fraud allegations to further disenfranchise voters of color for future elections,0.485,-0.19,Negative
 How is this any different from you &amp; the rest of the media?NONE of you were able to accept the results of the 2016 election for FOUR years!You whined &amp; cried about voter fraud &amp; interference without proof!Hypocrisy at its finest!How much damage have YOU done to this country?,0.475,0.233333333,Positive
      Actually u should pay him now...u bet no voter fraud will be found yet they have found it multiple times everyone acknowledged it’s voter fraud just not on the significant margins trumps says or that would overturn the election.,0.325,0.125,Positive
   and myself are seeking to open a dialogue on the coming vaccine and possible voter fraud. Which of these two is actually real?,0.6,0.066666667,Positive
Of course he did. That’s how Fat Stacey &amp; mark Elias blackmailed him into accepting their voter fraud. BUT THE  IS CHOOSING TO ACCEPT THIS RATHER THAN DEMAND TRANSPARENCY. They are choosing KEMP over TRUMP. ,0,0,Neutral
 That’s great now how about you getting to work a call a special session of the legislature and straighten out all this voter fraud. Please do your job. You will be rewarded by your base!,0.773809524,0.052380952,Positive
 He is an American who realizes the election was fair and that there is no voter fraud in America you thinking about Russia or Korea maybe you will live there at the end of next month,0.35,0.209090909,Positive
"Trump's claims of voter fraud are 'delusional and dangerous': Former Reagan press secretary  
FUCK YOU AND YOUR CLOWN SHOW!",0.5,-0.366666667,Negative
" You just can’t help yourself can you? You give your Covid update today &amp; instead of just      just giving us your dictator rules, you have to put in your aspiring political agenda &amp; go into how irresponsible it was for the hearing regarding voter fraud by Democrats. Sickening.",0.55,-0.45,Negative
"  Data theft, not election or voter fraud for those with reading comprehension problems.",0,0,Neutral
"       Voter fraud is too rare to bother with adding a hurdle like IDs. It’s not a problem. Therefore, it does not require a solution. Especially if that “solution” would prevent people from exercising their right to vote.",0.811904762,0.195238095,Positive
 They’re actually hiding until the election is overturned due to voter fraud.,0.2375,-0.0625,Negative
"Food for thought: We live in a country that you can have sworn affidavits saying what fraud people witnessed during the election, even have video evidence of fraudulent activity and these people say “there’s no evidence of voter fraud”...",0.5,0.136363636,Positive
"Donald Trump had this surprising message about voter fraud in Georgia
 READ MORE: ",0.5,0.6,Positive
" you know?  You really are pathetic and a poor excuse for a journalist.  If there is even a HINT of voter fraud, you should be concerned.  But you keep up the same old narrative.  If you end up living in misery because you don't have the GUTS to stand up to fraud,",0.3625,-0.191666667,Negative
